"css"	"msd"
30	0.00502311267795083
50	0.00321490922485282
70	0.000814722712868242
90	0.00112336370300965
110	0.000624963784649676
130	0.000885996599740889
150	0.000477429015256225
170	0.00059197158531441
190	0.000334897861866298
210	0.000356359665492797
230	0.00025387685724219
250	0.000169878945965946
270	0.000320887806351063
290	0.000119302707990132
