"css"	"msd"
30	0.000624767905716368
50	0.000323065527201399
70	0.000311472324674697
90	0.000212144651583477
110	0.000201014244625243
130	0.000171682027286865
150	0.000221675631605274
170	0.000215573466457701
190	0.000144291683799119
210	0.000121256721449542
230	0.000114774909707544
250	7.00783036705244e-05
270	8.57866785771185e-05
290	7.69183105084996e-05
